"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotalSF","Total_Bathrooms","Total_PorchSF","HouseAge","YearSinceRemodel"
"2760",2760,"50","RL",60,10818,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin","4","4",1910,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,1077,1077,"GasA","TA","Y","FuseA",981,779,0,1760,0,0,1,1,4,1,"TA",7,"Typ",1,"TA","Detchd",1935,"Unf",2,648,"Fa","TA","Y",120,0,96,0,0,0,"None","None","None",0,"2","2006","COD","Abnorml",NA,2837,2,216,96,56
"2761",2761,"80","RL",83,10184,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl","6","5",1963,1963,"Gable","CompShg","HdBoard","HdBoard","BrkFace",379,"TA","TA","CBlock","TA","TA","Av","ALQ",580,"Unf",0,503,1083,"GasA","TA","Y","SBrkr",1146,0,0,1146,0,1,1,0,3,1,"TA",6,"Typ",1,"Gd","Attchd",1963,"Unf",1,294,"TA","TA","Y",345,75,0,0,0,0,"None","None","None",0,"6","2006","WD","Normal",NA,2229,1,420,43,43
"2762",2762,"20","RL",77,9510,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","6","5",1962,1985,"Gable","CompShg","HdBoard","HdBoard","BrkCmn",161,"TA","TA","CBlock","TA","TA","No","ALQ",701,"Unf",0,434,1135,"GasA","Ex","Y","SBrkr",1207,0,0,1207,0,0,1,1,3,1,"TA",6,"Typ",0,"None","Attchd",1962,"RFn",1,264,"TA","TA","Y",0,240,0,0,0,0,"None","None","None",0,"5","2006","WD","Normal",NA,2342,2,240,44,21
"2763",2763,"20","RL",80,10800,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","PosA","Norm","1Fam","1Story","6","6",1961,1992,"Gable","CompShg","HdBoard","HdBoard","BrkFace",104,"TA","TA","CBlock","TA","TA","No","Rec",913,"Unf",0,400,1313,"GasA","TA","Y","SBrkr",1773,0,0,1773,1,0,2,0,3,1,"TA",6,"Min2",2,"TA","Attchd",1961,"RFn",2,418,"TA","TA","Y",355,98,0,0,144,0,"None","None","None",0,"8","2006","WD","Normal",NA,3086,3,597,45,14
"2764",2764,"20","RL",86,11650,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","NAmes","PosA","Norm","1Fam","1Story","7","5",1959,1959,"Hip","CompShg","Plywood","Plywood","BrkCmn",58,"TA","TA","Slab","TA","None","None","None",0,"None",0,0,0,"GasA","Gd","Y","FuseA",1472,0,0,1472,0,0,2,0,2,1,"Gd",5,"Typ",1,"Gd","Attchd",1959,"Unf",2,484,"TA","TA","Y",0,68,0,0,227,0,"None","None","None",0,"6","2006","WD","Normal",NA,1472,2,295,47,47
"2765",2765,"60","RL",69.2055921052632,18275,"Pave","None","IR1","HLS","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","2Story","7","8",1962,1998,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","Gd","ALQ",636,"Unf",0,802,1438,"GasA","TA","Y","SBrkr",1900,548,0,2448,1,0,3,0,3,1,"TA",9,"Typ",2,"Gd","Attchd",1962,"RFn",2,441,"TA","TA","Y",520,102,0,0,0,0,"None","None","None",0,"9","2006","WD","Normal",NA,3886,4,622,44,8
"2766",2766,"50","RL",60,12144,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1.5Fin","4","6",1950,1950,"Gable","CompShg","BrkComm","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",455,"Unf",0,455,910,"GasA","Gd","Y","SBrkr",910,611,0,1521,0,0,1,1,3,1,"Gd",6,"Min2",0,"None","Detchd",1950,"Unf",1,597,"Fa","TA","Y",199,0,168,0,0,0,"None","None","None",0,"9","2006","WD","Normal",NA,2431,2,367,56,56
"2767",2767,"90","RL",60,8544,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","Duplex","1Story","3","4",1950,1950,"Gable","CompShg","BrkFace","Stone","None",0,"TA","TA","Slab","TA","None","None","None",0,"None",0,0,0,"Wall","Fa","N","FuseF",1040,0,0,1040,0,0,2,0,2,2,"TA",6,"Typ",0,"None","Detchd",1950,"Unf",2,400,"TA","Fa","Y",0,0,0,0,0,0,"None","None","None",0,"12","2006","WD","Normal",NA,1040,2,0,56,56
"2768",2768,"90","RL",75,8512,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","Duplex","1Story","5","5",1960,1960,"Hip","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","Fa","No","Unf",0,"Unf",0,1556,1556,"GasA","TA","Y","SBrkr",1556,0,0,1556,0,0,2,0,4,2,"TA",8,"Typ",0,"None","None",0,"None",0,0,"None","None","Y",0,0,0,0,0,0,"None","None","None",0,"9","2006","WD","Normal",NA,3112,2,0,46,46
"2769",2769,"20","RL",70,7000,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","5","4",1961,1961,"Hip","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",781,"Unf",0,369,1150,"GasA","TA","Y","SBrkr",1150,0,0,1150,0,0,1,0,3,1,"TA",6,"Typ",0,"None","Attchd",1961,"RFn",1,288,"TA","TA","Y",0,0,0,0,162,0,"None","None","None",0,"7","2006","WD","Normal",NA,2300,1,162,45,45
"2770",2770,"20","RL",74,7400,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Artery","Norm","1Fam","1Story","7","6",1962,1962,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",809,"Unf",0,236,1045,"GasA","Gd","Y","SBrkr",1045,0,0,1045,1,0,1,0,3,1,"TA",6,"Typ",0,"None","Detchd",1962,"Unf",2,528,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"3","2006","WD","Normal",NA,2090,2,0,44,44
"2771",2771,"20","RL",70,7000,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Artery","Norm","1Fam","1Story","5","6",1962,1962,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",468,"Unf",0,396,864,"GasA","Gd","Y","SBrkr",864,0,0,864,0,1,1,0,3,1,"TA",5,"Typ",0,"None","Attchd",1962,"Unf",1,336,"TA","TA","Y",0,0,0,0,0,0,"None","GdWo","None",0,"2","2006","WD","Normal",NA,1728,1,0,44,44
"2772",2772,"190","RL",70,7000,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Artery","Norm","2fmCon","SFoyer","5","5",1962,1962,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Av","ALQ",953,"Unf",0,72,1025,"GasA","TA","Y","SBrkr",1025,0,0,1025,1,0,1,0,3,1,"TA",6,"Typ",0,"None","None",0,"None",0,0,"None","None","Y",96,80,0,0,0,0,"None","None","None",0,"3","2006","WD","Normal",NA,2050,2,176,44,44
"2773",2773,"70","RM",62,9856,"Pave","Grvl","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","2Story","5","8",1900,2005,"Hip","CompShg","CemntBd","CmentBd","None",0,"Gd","Gd","PConc","Gd","TA","No","Unf",0,"Unf",0,716,716,"GasA","Ex","Y","FuseA",1007,1007,0,2014,0,0,2,0,5,1,"TA",8,"Typ",0,"None","Detchd",1900,"Unf",2,624,"TA","TA","Y",0,72,167,0,0,0,"None","None","None",0,"6","2006","WD","Normal",NA,2730,2,239,106,1
"2774",2774,"50","RM",60,9600,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin","5","6",1948,1950,"Gable","CompShg","MetalSd","MetalSd","Stone",264,"TA","TA","CBlock","TA","TA","No","Rec",276,"Unf",0,936,1212,"GasA","Gd","Y","FuseA",1226,442,0,1668,1,0,1,0,3,1,"TA",6,"Typ",0,"None","Detchd",1948,"Unf",1,240,"TA","TA","Y",0,0,140,0,0,0,"None","None","None",0,"5","2006","WD","Normal",NA,2880,2,140,58,56
"2775",2775,"50","RM",60,5520,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin","4","6",1920,1980,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","Fa","No","LwQ",284,"Unf",0,863,1147,"GasA","TA","N","SBrkr",1147,510,0,1657,0,0,1,0,4,1,"Fa",9,"Typ",1,"TA","Detchd",1920,"Unf",1,162,"Fa","Fa","N",0,0,0,0,0,0,"None","None","None",0,"7","2006","WD","Normal",NA,2804,1,0,86,26
"2776",2776,"50","RM",60,9600,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin","6","8",1900,2004,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Rec",381,"Unf",0,399,780,"GasA","Ex","Y","SBrkr",940,476,0,1416,0,1,1,0,3,1,"Gd",7,"Typ",0,"None","Detchd",1956,"Unf",2,400,"TA","TA","Y",0,24,0,0,0,0,"None","None","None",0,"6","2006","WD","Normal",NA,2196,1,24,106,2
"2777",2777,"70","RM",58,6451,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story","7","7",1900,1970,"Gable","CompShg","AsbShng","Wd Sdng","None",0,"TA","TA","Stone","TA","TA","No","Rec",208,"Unf",0,504,712,"GasA","Gd","Y","SBrkr",848,580,0,1428,1,0,1,0,4,1,"TA",7,"Typ",0,"None","Detchd",1985,"Fin",2,576,"TA","TA","Y",264,0,84,0,0,0,"None","None","None",0,"5","2006","WD","Normal",NA,2140,2,348,106,36
"2778",2778,"70","RM",66,3960,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story","7","8",1930,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,502,502,"GasA","TA","N","SBrkr",502,502,0,1004,0,0,1,0,2,1,"Gd",5,"Typ",1,"Po","Detchd",1930,"Unf",1,200,"Fa","TA","N",280,0,68,0,0,0,"None","MnPrv","None",0,"7","2006","WD","Normal",NA,1506,1,348,76,56
"2779",2779,"190","RM",56,7745,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","2fmCon","1.5Fin","4","6",1900,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","TA","TA","No","Unf",0,"Unf",0,938,938,"GasA","Gd","N","SBrkr",1084,867,0,1951,0,0,2,0,4,2,"Fa",9,"Typ",0,"None","Detchd",1993,"Unf",2,576,"TA","TA","P",0,6,28,0,0,0,"None","None","None",0,"4","2006","WD","Normal",NA,2889,2,34,106,56
"2780",2780,"30","RM",56,7741,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story","6","5",1924,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","Fa","No","BLQ",143,"Rec",72,817,1032,"GasA","Gd","N","FuseA",1032,0,0,1032,0,0,1,0,2,1,"TA",5,"Typ",0,"None","Detchd",1995,"Unf",1,280,"TA","TA","Y",0,0,112,0,0,0,"None","MnPrv","None",0,"6","2006","COD","Abnorml",NA,2064,1,112,82,56
"2781",2781,"30","RM",50,5633,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story","5","7",1925,1950,"Gable","CompShg","MetalSd","Stucco","None",0,"TA","TA","BrkTil","TA","Fa","No","Unf",0,"Unf",0,844,844,"GasA","TA","Y","SBrkr",844,0,0,844,0,0,1,0,2,1,"TA",5,"Typ",0,"None","Detchd",1925,"Unf",1,216,"TA","TA","N",50,81,123,0,0,0,"None","None","None",0,"7","2006","WD","Normal",NA,1688,1,254,81,56
"2782",2782,"20","RM",60,7200,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story","4","5",1950,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,576,576,"GasA","Ex","Y","SBrkr",864,0,0,864,0,0,1,0,2,1,"TA",5,"Typ",0,"None","Detchd",1952,"RFn",1,528,"TA","TA","Y",0,0,0,0,115,0,"None","None","None",0,"8","2006","COD","Normal",NA,1440,1,115,56,56
"2783",2783,"70","RM",42,7614,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Mod","OldTown","Norm","Norm","1Fam","2Story","3","5",1905,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","Fa","Mn","Unf",0,"Unf",0,738,738,"GasA","Gd","Y","FuseA",714,662,0,1376,0,0,1,0,2,1,"TA",7,"Typ",0,"None","Detchd",1930,"Unf",1,216,"TA","TA","N",0,0,104,0,225,0,"None","None","None",0,"3","2006","WD","Normal",NA,2114,1,329,101,56
"2784",2784,"190","RM",50,6000,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","2fmCon","1Story","5","7",1955,1955,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","Av","GLQ",576,"Unf",0,384,960,"GasA","TA","Y","FuseA",960,0,0,960,1,0,1,0,3,1,"TA",5,"Typ",0,"None","Detchd",1976,"Unf",2,576,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"6","2006","WD","Normal",NA,1920,2,0,51,51
"2785",2785,"50","RM",50,6000,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin","5","7",1924,1950,"Gable","CompShg","MetalSd","MetalSd","BrkFace",145,"TA","Gd","PConc","Gd","TA","No","Unf",0,"Unf",0,816,816,"GasA","Ex","Y","SBrkr",816,750,0,1566,0,0,1,1,5,1,"Gd",7,"Typ",0,"None","Detchd",1976,"Unf",2,450,"TA","TA","Y",24,0,296,0,0,0,"None","MnPrv","None",0,"8","2006","WD","Normal",NA,2382,2,320,82,56
"2786",2786,"30","RM",52,7830,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story","3","5",1921,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,"TA","TA","BrkTil","TA","TA","No","LwQ",416,"Unf",0,76,492,"GasA","TA","Y","SBrkr",492,0,0,492,1,0,1,0,1,1,"TA",3,"Typ",0,"None","Detchd",1921,"Unf",1,200,"Fa","TA","N",0,0,78,0,0,0,"None","None","None",0,"6","2006","WD","Normal",NA,984,2,78,85,56
"2787",2787,"50","RM",56,9576,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin","6","7",1945,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",310,"Unf",0,460,770,"GasA","TA","Y","SBrkr",885,297,0,1182,0,0,1,1,3,1,"TA",5,"Typ",0,"None","Detchd",1945,"Unf",1,378,"Fa","TA","Y",0,0,0,0,0,0,"None","GdWo","None",0,"5","2006","WD","Normal",NA,1952,2,0,61,56
"2788",2788,"30","RM",48,5747,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story","3","4",1920,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,798,798,"GasA","Gd","Y","SBrkr",840,0,0,840,0,0,1,0,2,1,"Fa",5,"Typ",0,"None","Detchd",1938,"Unf",1,250,"TA","Fa","N",112,0,0,0,0,0,"None","None","None",0,"6","2006","WD","Normal",NA,1638,1,112,86,56
"2789",2789,"75","RM",70,6300,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","2.5Unf","7","6",1910,2005,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,1226,1226,"GasA","Ex","Y","SBrkr",1226,878,0,2104,0,0,2,0,5,1,"TA",9,"Typ",0,"None","Detchd",1910,"Unf",2,432,"Fa","TA","P",0,341,88,0,0,0,"None","None","None",0,"7","2006","WD","Normal",NA,3330,2,429,96,1
"2790",2790,"90","RM",33,5976,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","Duplex","2Story","5","7",1920,1950,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,624,624,"GasA","Gd","N","FuseA",624,624,0,1248,0,0,2,0,2,2,"TA",8,"Typ",0,"None","None",0,"None",0,0,"None","None","N",0,130,256,0,0,0,"None","None","None",0,"12","2006","WD","Normal",NA,1872,2,386,86,56
"2791",2791,"20","RM",65,9750,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story","5","5",1958,1958,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,960,960,"GasA","Ex","Y","SBrkr",960,0,0,960,0,0,1,0,3,1,"TA",5,"Typ",0,"None","Detchd",2002,"Unf",2,624,"TA","TA","Y",0,0,0,0,0,0,"None","None","Gar2",4500,"7","2006","WD","Normal",NA,1920,1,0,48,48
"2792",2792,"50","C (all)",63,4761,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Unf","3","3",1918,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Fa","Fa","BrkTil","Fa","Fa","No","Unf",0,"Unf",0,1020,1020,"GasA","Fa","N","FuseP",1020,0,0,1020,0,0,1,0,2,1,"Fa",5,"Typ",0,"None","None",0,"None",0,0,"None","None","N",0,0,105,0,0,0,"None","None","None",0,"10","2006","ConLD","Normal",NA,2040,1,105,88,56
"2793",2793,"70","RL",69,11737,"Pave","None","IR1","Bnk","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","2Story","6","7",1924,1996,"Gambrel","CompShg","BrkComm","Stucco","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,848,848,"GasW","TA","N","SBrkr",1017,810,0,1827,0,0,1,0,2,1,"TA",9,"Typ",1,"Gd","Detchd",1943,"Unf",1,240,"Fa","TA","Y",27,36,42,0,0,0,"None","GdPrv","None",0,"5","2006","WD","Normal",NA,2675,1,105,82,10
"2794",2794,"50","RM",51,6120,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","3","5",1930,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,"Gd","TA","CBlock","TA","TA","No","Rec",347,"Unf",0,381,728,"GasA","Ex","Y","SBrkr",728,434,0,1162,1,0,1,0,3,1,"TA",6,"Typ",0,"None","Detchd",1930,"Unf",1,258,"Fa","Po","Y",0,24,0,0,0,0,"None","None","None",0,"11","2006","ConLI","Abnorml",NA,1890,2,24,76,56
"2795",2795,"50","RM",51,6120,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","5","7",1930,1984,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","BrkTil","Gd","TA","No","Unf",0,"Unf",0,741,741,"GasA","Gd","Y","SBrkr",741,583,0,1324,0,0,1,0,3,1,"Gd",7,"Typ",0,"None","Detchd",1930,"Unf",1,180,"Fa","TA","Y",0,0,55,0,0,0,"None","None","None",0,"2","2006","WD","Normal",NA,2065,1,55,76,22
"2796",2796,"30","RL",50,11672,"Pave","Pave","IR2","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story","5","5",1925,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,816,816,"GasA","TA","Y","FuseA",816,0,0,816,0,0,1,0,2,1,"TA",4,"Typ",0,"None","Detchd",1925,"Unf",1,210,"Fa","Fa","N",168,0,112,0,0,0,"None","None","None",0,"7","2006","WD","Normal",NA,1632,1,280,81,56
"2797",2797,"50","RM",90,33120,"Pave","None","IR3","Lvl","AllPub","Inside","Gtl","OldTown","RRAn","Feedr","1Fam","1.5Fin","6","5",1962,1962,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1595,1595,"GasA","TA","Y","SBrkr",1611,875,0,2486,0,0,2,0,5,1,"TA",8,"Typ",1,"Gd","Detchd",1962,"Unf",2,576,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"10","2006","WD","Normal",NA,4081,2,0,44,44
"2798",2798,"50","RM",60,10320,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin","4","5",1924,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","Fa","No","Unf",0,"Unf",0,596,596,"GasA","Po","Y","FuseF",834,596,0,1430,0,0,2,0,3,1,"Fa",7,"Typ",0,"None","Detchd",1924,"Unf",2,370,"Fa","Fa","Y",218,0,0,0,210,0,"None","None","None",0,"10","2006","WD","Abnorml",NA,2026,2,428,82,56
"2799",2799,"70","RM",60,7518,"Pave","None","Reg","Lvl","AllPub","FR3","Gtl","IDOTRR","Norm","Norm","1Fam","2Story","5","8",1910,2004,"Gable","CompShg","AsbShng","Plywood","None",0,"Fa","Gd","BrkTil","Gd","Fa","No","Unf",0,"Unf",0,396,396,"GasA","Gd","Y","SBrkr",665,665,0,1330,0,0,1,0,3,1,"TA",7,"Typ",0,"None","Detchd",2001,"Unf",1,390,"TA","TA","N",0,72,45,0,0,0,"None","MnPrv","None",0,"7","2006","WD","Normal",NA,1726,1,117,96,2
"2800",2800,"30","RM",50,9000,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story","5","4",1919,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,610,610,"GasA","Ex","N","FuseA",819,0,0,819,0,0,1,0,2,1,"Gd",4,"Typ",0,"None","None",0,"None",0,0,"None","None","N",0,0,0,0,0,0,"None","None","None",0,"9","2006","WD","Abnorml",NA,1429,1,0,87,56
"2801",2801,"30","RM",60,7200,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","IDOTRR","Norm","Norm","1Fam","1Story","6","6",1930,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","BrkTil","TA","TA","No","LwQ",343,"Unf",0,641,984,"GasA","TA","Y","FuseF",984,0,0,984,0,0,1,0,3,1,"TA",6,"Typ",0,"None","Detchd",1930,"Unf",1,308,"TA","TA","N",0,0,164,0,0,0,"None","None","None",0,"3","2006","ConLI","Family",NA,1968,1,164,76,56
"2802",2802,"50","RL",82,12375,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Feedr","Norm","1Fam","1.5Fin","5","5",1951,1951,"Gable","CompShg","HdBoard","HdBoard","Stone",41,"TA","Fa","CBlock","Fa","TA","No","BLQ",329,"Unf",0,477,806,"GasA","TA","Y","SBrkr",1081,341,0,1422,1,0,1,0,3,1,"TA",7,"Typ",1,"TA","Detchd",1951,"Unf",1,288,"TA","TA","Y",0,0,0,0,0,0,"None","GdWo","None",0,"6","2006","WD","Normal",NA,2228,2,0,55,55
"2803",2803,"90","RL",120,11136,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","Sawyer","Feedr","Feedr","Duplex","1Story","6","5",1964,1964,"Gable","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1921,1921,"GasA","TA","Y","SBrkr",1921,0,0,1921,0,0,2,0,4,2,"TA",8,"Typ",0,"None","Detchd",1964,"Unf",2,576,"TA","TA","Y",0,180,0,0,0,0,"None","None","None",0,"7","2006","WD","Normal",NA,3842,2,180,42,42
"2804",2804,"20","RL",100,21370,"Pave","None","Reg","Lvl","AllPub","FR2","Gtl","Sawyer","Norm","Norm","1Fam","1Story","5","5",1950,1950,"Gable","CompShg","Wd Sdng","MetalSd","None",0,"TA","TA","Slab","TA","None","None","None",0,"None",0,0,0,"GasA","TA","Y","FuseA",1640,0,0,1640,0,0,1,0,3,1,"TA",7,"Min1",1,"Gd","Attchd",1950,"RFn",2,394,"TA","TA","Y",0,0,225,0,0,0,"None","None","Shed",600,"6","2006","WD","Normal",NA,1640,1,225,56,56
"2805",2805,"30","RL",55,8250,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story","5","7",1935,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","Slab","TA","None","None","None",0,"None",0,0,0,"GasA","TA","N","SBrkr",1032,0,0,1032,0,0,1,0,2,1,"TA",6,"Typ",1,"TA","Detchd",1939,"Unf",1,260,"TA","TA","Y",0,0,121,0,0,0,"None","None","None",0,"6","2006","WD","Normal",NA,1032,1,121,71,56
"2806",2806,"30","RL",50,5220,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","1Story","5","3",1936,1950,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,830,830,"GasA","Gd","Y","SBrkr",879,0,0,879,0,0,1,0,2,1,"TA",4,"Typ",0,"None","Detchd",1936,"Unf",1,180,"TA","TA","P",0,108,0,0,0,0,"None","None","None",0,"1","2006","WD","Normal",NA,1709,1,108,70,56
"2807",2807,"20","RL",50,5500,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","1Story","7","5",2004,2004,"Shed","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","TA","Gd","Mn","GLQ",510,"LwQ",373,190,1073,"GasA","Ex","Y","SBrkr",1073,0,0,1073,1,0,2,0,2,1,"TA",4,"Typ",0,"None","Detchd",2004,"Unf",1,246,"TA","TA","Y",0,120,0,0,0,0,"None","None","None",0,"5","2006","WD","Normal",NA,2146,3,120,2,2
